label_id,tenant_id,survey_participation_id,participant_id,survey_id,question_id,evaluated_at,score,sentiment,risk_flag,tags,summary,checked_at,created_at,updated_at,should_display,display_label,display_note,severity,confidence,themes,risk_flags,action,label_payload,label_version,prompt_version,label_model,input_fingerprint,labeled_at
33,1,37,36,1768651046622,26,2026-01-17 12:00:10.764514+00,1.000,positive,f,"[""olumlu"", ""onay""]",Katılımcı soruya olumlu bir yanıt vermiştir.,2026-01-19 21:02:58.057762+00,2026-01-19 21:02:57.758108+00,2026-01-19 21:02:58.057762+00,f,,,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,7a532f32fb5a11228213f861314e13536a2a9233be52de53ba47df21aa1a6d58,2026-01-19 21:02:58.057762+00
35,1,39,1,1768651046622,20,2026-01-17 12:02:06.679013+00,0.050,negative,f,"[""bilgi eksikliği"", ""memnuniyetsizlik""]","Katılımcı, çalışanların hiçbir şey bilmediğini belirterek olumsuz bir görüş bildirmiştir.",2026-01-19 21:02:58.057762+00,2026-01-19 21:02:57.758108+00,2026-01-19 21:02:58.057762+00,t,Perceived lack of employee expertise,Participant strongly believes employees lack necessary knowledge and expertise.,0.700,0.900,"[""learning_development"", ""role_clarity""]",[],follow_up,"{""action"": ""follow_up"", ""themes"": [""learning_development"", ""role_clarity""], ""severity"": 0.7, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": ""Participant strongly believes employees lack necessary knowledge and expertise."", ""display_label"": ""Perceived lack of employee expertise"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,865a486b692b12f76832c78d9ef2776a958e5d00c7934c14a1f5a25bd23d7a48,2026-01-19 21:02:58.057762+00
36,1,40,1,1768651046622,21,2026-01-17 12:02:08.114458+00,0.500,neutral,f,"[""memnuniyet"", ""iletişim sorunu"", ""çalışan ilişkileri""]",Genel olarak memnun ancak Emre Bey ile iletişimde sorunlar yaşanıyor.,2026-01-19 21:02:58.057762+00,2026-01-19 21:02:57.758108+00,2026-01-19 21:02:58.057762+00,t,Communication issue with a colleague,Generally satisfied with communication but experiencing difficulties with Emre Bey.,0.300,0.800,"[""communication"", ""team_dynamics""]",[],watch,"{""action"": ""watch"", ""themes"": [""communication"", ""team_dynamics""], ""severity"": 0.3, ""confidence"": 0.8, ""risk_flags"": [], ""display_note"": ""Generally satisfied with communication but experiencing difficulties with Emre Bey."", ""display_label"": ""Communication issue with a colleague"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,1a811d9476ecfb62fce5c042e303ab08e9195281aa1d20bc8df9399d0290ee23,2026-01-19 21:02:58.057762+00
37,1,41,1,1768651046622,22,2026-01-17 12:02:09.667469+00,0.200,negative,f,"[""gelişim"", ""olumsuz"", ""iyileştirme""]","Katılımcı, geliştirilecek çok alan olduğunu belirterek olumsuz bir görüş bildirmiştir.",2026-01-19 21:02:58.057762+00,2026-01-19 21:02:57.758108+00,2026-01-19 21:02:58.057762+00,t,Service quality needs improvement,Participant indicates there are many areas needing development in the service quality.,0.300,0.800,"[""process""]",[],watch,"{""action"": ""watch"", ""themes"": [""process""], ""severity"": 0.3, ""confidence"": 0.8, ""risk_flags"": [], ""display_note"": ""Participant indicates there are many areas needing development in the service quality."", ""display_label"": ""Service quality needs improvement"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,46d282df5d17839799a1ca22f25f64cf57c1d82c439c7d54121fb3cd3782d25d,2026-01-19 21:02:58.057762+00
38,1,42,1,1768651046622,23,2026-01-17 12:02:10.863389+00,0.950,positive,f,"[""şeffaflık"", ""güven"", ""olumlu geri bildirim""]","Katılımcı, NovaVeri'nin çok şeffaf olduğunu ve bu durumun doğru olduğunu belirtiyor.",2026-01-19 21:02:58.057762+00,2026-01-19 21:02:57.758108+00,2026-01-19 21:02:58.057762+00,f,,,0.000,0.950,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.95, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,721645e848ca4b6d39a48efe67c131c047c48a25f08892613a41451aae574d70,2026-01-19 21:02:58.057762+00
39,1,43,1,1768651046622,24,2026-01-17 12:02:11.981663+00,0.100,negative,f,"[""işlevsellik"", ""memnuniyetsizlik"", ""yetersizlik""]","Katılımcı, işlevlerin yeterli olmadığını belirterek memnuniyetsizliğini ifade etmiştir.",2026-01-19 21:02:58.057762+00,2026-01-19 21:02:57.758108+00,2026-01-19 21:02:58.057762+00,t,Product functionality dissatisfaction,The respondent expresses dissatisfaction with the functionality of the products.,0.300,0.900,"[""tools_systems""]",[],watch,"{""action"": ""watch"", ""themes"": [""tools_systems""], ""severity"": 0.3, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": ""The respondent expresses dissatisfaction with the functionality of the products."", ""display_label"": ""Product functionality dissatisfaction"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,38595b9f2987a11a012caa911e941e94bb890f5961011c03c84d870a6442e861,2026-01-19 21:02:58.057762+00
40,1,44,1,1768651046622,25,2026-01-17 12:02:13.377263+00,0.950,positive,f,"[""ürünler"", ""memnuniyet"", ""olumlu""]","Katılımcı, ürünlerin çok iyi olduğunu belirterek memnuniyetini ifade etmiştir.",2026-01-19 21:02:58.057762+00,2026-01-19 21:02:57.758108+00,2026-01-19 21:02:58.057762+00,f,,,0.000,0.950,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.95, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,35d4118f1288f4a1a77b47633e0fead621ad10333c00ba5e1cd9b4d36bf20053,2026-01-19 21:02:58.057762+00
41,1,45,1,1768651046622,26,2026-01-17 12:02:14.305378+00,1.000,positive,f,"[""memnuniyet""]",Katılımcı çok memnun olduğunu belirtmiştir.,2026-01-19 21:02:58.057762+00,2026-01-19 21:02:57.758108+00,2026-01-19 21:02:58.057762+00,f,,,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,c2f52aa923a032a85c9d2abb50451f6c1655948f82b5b5511a641c62708ff61f,2026-01-19 21:02:58.057762+00
42,1,46,1,1768651046622,27,2026-01-17 12:02:15.693171+00,0.700,positive,f,"[""satisfaction"", ""neutral-positive""]","The respondent gave a score of 7, indicating general satisfaction with some room for improvement.",2026-01-19 21:02:58.057762+00,2026-01-19 21:02:57.758108+00,2026-01-19 21:02:58.057762+00,f,,,0.000,0.900,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,e9114026235a51b78158737205b9bc553bcefd4a4f345a47cf2e6719eac35b13,2026-01-19 21:02:58.057762+00
43,1,47,10,1768651046622,20,2026-01-17 12:02:16.722008+00,0.850,positive,f,"[""olumlu"", ""kurucu"", ""memnuniyet""]","Katılımcı, kurucunun iyi olduğunu belirterek olumlu bir görüş bildirmiştir.",2026-01-19 21:02:58.057762+00,2026-01-19 21:02:57.758108+00,2026-01-19 21:02:58.057762+00,f,,,0.000,0.850,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.85, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,8647bcb1eae25956cecd19cee3c6cbb57d1b9c64dd548834a3fada995319719f,2026-01-19 21:02:58.057762+00
44,1,48,10,1768651046622,21,2026-01-17 12:02:18.575219+00,0.500,neutral,f,"[""yavaşlık"", ""deneyim yok"", ""gözlem""]","Katılımcı doğrudan bir sorun yaşamadığını, ancak sistemin biraz yavaş olabileceğini belirtiyor.",2026-01-19 21:02:58.057762+00,2026-01-19 21:02:57.758108+00,2026-01-19 21:02:58.057762+00,f,No direct communication issue reported,Participant has not experienced communication issues but notes some slowness.,0.100,0.800,"[""communication"", ""tools_systems""]",[],ignore,"{""action"": ""ignore"", ""themes"": [""communication"", ""tools_systems""], ""severity"": 0.1, ""confidence"": 0.8, ""risk_flags"": [], ""display_note"": ""Participant has not experienced communication issues but notes some slowness."", ""display_label"": ""No direct communication issue reported"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,687f889e1cfa4d62dfae66c40734207014c0033d58871c678be475b7de368b41,2026-01-19 21:02:58.057762+00
46,1,50,10,1768651046622,23,2026-01-17 12:02:21.091898+00,0.000,negative,f,"[""şeffaflık"", ""gizlilik"", ""iletişim"", ""güven""]","Katılımcı, şirkette hiç şeffaflık olmadığını ve her şeyin tamamen gizli olduğunu belirtiyor.",2026-01-19 21:02:58.057762+00,2026-01-19 21:02:57.758108+00,2026-01-19 21:02:58.057762+00,t,Lack of transparency in service processes,The respondent states there is no transparency and everything is completely secret.,0.600,0.900,"[""communication"", ""process""]",[],watch,"{""action"": ""watch"", ""themes"": [""communication"", ""process""], ""severity"": 0.6, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": ""The respondent states there is no transparency and everything is completely secret."", ""display_label"": ""Lack of transparency in service processes"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,e2abb9273c9d074883c690579f4fd2b6fc2a761965fcb703c9faf325eac44d7d,2026-01-19 21:02:58.057762+00
47,1,51,10,1768651046622,24,2026-01-17 12:02:22.142596+00,0.500,neutral,f,"[""beklenti yok"", ""nötr""]",Katılımcının herhangi bir beklentisi bulunmamaktadır.,2026-01-19 21:02:58.057762+00,2026-01-19 21:02:57.758108+00,2026-01-19 21:02:58.057762+00,f,,,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,36d50727df6e7c6ff8c7f08c8148fd5ffdedea886ad02c4870466f075ab5f17e,2026-01-19 21:02:58.057762+00
48,1,52,10,1768651046622,25,2026-01-17 12:02:23.303267+00,0.500,neutral,f,"[""sektör"", ""özelleşme"", ""gelişim""]","Katılımcı, sektörün özelleşmesi gerektiğini belirtmiştir.",2026-01-19 21:02:58.057762+00,2026-01-19 21:02:57.758108+00,2026-01-19 21:02:58.057762+00,t,Sektör Özelleşmesi Gerekliliği,"Katılımcı, ürünlerin sektörüne ve ihtiyaçlara uygun olması için sektörün özelleşmesi gerektiğini belirtmiştir.",0.300,0.800,"[""process"", ""career_growth""]",[],watch,"{""action"": ""watch"", ""themes"": [""process"", ""career_growth""], ""severity"": 0.3, ""confidence"": 0.8, ""risk_flags"": [], ""display_note"": ""Katılımcı, ürünlerin sektörüne ve ihtiyaçlara uygun olması için sektörün özelleşmesi gerektiğini belirtmiştir."", ""display_label"": ""Sektör Özelleşmesi Gerekliliği"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,ee21b5c40adfb7dc0c3cafecabb033231d4343931d9c4c03b36c274d24c64113,2026-01-19 21:02:58.057762+00
49,1,53,10,1768651046622,26,2026-01-17 12:02:24.4421+00,0.800,positive,f,"[""olumlu"", ""memnuniyet""]","Katılımcı, çalışanların iyi olduğunu belirtiyor.",2026-01-19 21:02:58.057762+00,2026-01-19 21:02:57.758108+00,2026-01-19 21:02:58.057762+00,f,,,0.000,0.800,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.8, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,1443f740e89df4e27279f62aa84633c0fc5104829e4604fccfde9901f471a24d,2026-01-19 21:02:58.057762+00
50,1,54,10,1768651046622,27,2026-01-17 12:02:25.520574+00,0.500,neutral,f,"[""puanlama"", ""kararsızlık""]","Katılımcı, 3 puan vereceğini belirterek orta düzeyde bir değerlendirme yapmıştır.",2026-01-19 21:02:58.057762+00,2026-01-19 21:02:57.758108+00,2026-01-19 21:02:58.057762+00,f,,,0.000,0.500,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.5, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,c1a044fbc8c098f5dd21973ac6cb5c551497835ef7a82b3f919ff0271713cc65,2026-01-19 21:02:58.057762+00
51,1,55,20,1768651046622,20,2026-01-17 12:04:04.455223+00,1.000,positive,f,"[""olumlu"", ""Mirza"", ""takdir""]",Katılımcı Kerem'in harika biri olduğunu belirterek olumlu bir görüş bildirmiştir.,2026-01-19 21:02:58.057762+00,2026-01-19 21:02:57.758108+00,2026-01-19 21:02:58.057762+00,f,,,0.000,0.900,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,8698f9b3a9a6e3f79f38a11766fbce25aae71f35fda38247e25926e1a1e42741,2026-01-19 21:02:58.057762+00
52,1,56,20,1768651046622,21,2026-01-17 12:04:05.810901+00,0.800,positive,f,"[""memnuniyet"", ""çalışan ilişkileri"", ""olumlu geri bildirim""]",Katılımcı genel olarak memnun ve Tolga'yı da iyi bir çalışan olarak değerlendiriyor.,2026-01-19 21:02:58.057762+00,2026-01-19 21:02:57.758108+00,2026-01-19 21:02:58.057762+00,f,,,0.000,0.800,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.8, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,117995e9897fe23eb9d31c4e3943bd4ea85f75eee392a3ee8accfb5218631b58,2026-01-19 21:02:58.057762+00
53,1,57,20,1768651046622,22,2026-01-17 12:04:06.963811+00,0.900,positive,f,"[""hizmet"", ""kalite"", ""memnuniyet""]","Katılımcı, hizmetlerin kaliteli olduğunu belirtmiş.",2026-01-19 21:02:58.057762+00,2026-01-19 21:02:57.758108+00,2026-01-19 21:02:58.057762+00,f,Positive service quality feedback,Participant states that the services are of good quality.,0.000,0.900,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": ""Participant states that the services are of good quality."", ""display_label"": ""Positive service quality feedback"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,586605984671515b5edd4771c9d738a1a126298066d97f6ece99d86e0abcd517,2026-01-19 21:02:58.057762+00
54,1,58,20,1768651046622,23,2026-01-17 12:04:08.051495+00,0.100,negative,f,"[""şeffaflık"", ""güven"", ""iletişim""]","Katılımcı, şirkette şeffaflık olmadığını belirtiyor.",2026-01-19 21:02:58.057762+00,2026-01-19 21:02:57.758108+00,2026-01-19 21:02:58.057762+00,t,Lack of transparency in service processes,"Participant states there is no transparency in service processes, indicating a communication and trust issue.",0.400,0.900,"[""communication"", ""process""]",[],watch,"{""action"": ""watch"", ""themes"": [""communication"", ""process""], ""severity"": 0.4, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": ""Participant states there is no transparency in service processes, indicating a communication and trust issue."", ""display_label"": ""Lack of transparency in service processes"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,82fe3acfb7c1094b4fadcee5306672b90d4ebc5e1c723fa4f61b5c0e1e5715af,2026-01-19 21:02:58.057762+00
55,1,59,20,1768651046622,24,2026-01-17 12:04:09.23791+00,0.900,positive,f,"[""işlevsel"", ""dendy"", ""memnuniyet""]","Katılımcı, ürünün çok işlevsel olduğunu ve özellikle dendy özelliğinin farklı bir deneyim sunduğunu belirtiyor.",2026-01-19 21:02:58.057762+00,2026-01-19 21:02:57.758108+00,2026-01-19 21:02:58.057762+00,t,Ürün işlevselliğinden memnuniyet,"Katılımcı, ürünlerin çok işlevsel olduğunu ve özellikle dendy özelliğinin farklı bir deneyim sunduğunu belirtiyor.",0.100,0.900,"[""tools_systems""]",[],ignore,"{""action"": ""ignore"", ""themes"": [""tools_systems""], ""severity"": 0.1, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": ""Katılımcı, ürünlerin çok işlevsel olduğunu ve özellikle dendy özelliğinin farklı bir deneyim sunduğunu belirtiyor."", ""display_label"": ""Ürün işlevselliğinden memnuniyet"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,1fc8aad8f501ba596b54c44d7ea415ec3770ba440e13970598174934dcd94ca2,2026-01-19 21:02:58.057762+00
56,1,60,20,1768651046622,25,2026-01-17 12:04:10.197468+00,1.000,positive,f,"[""uzmanlık"", ""çözüm"", ""olumlu""]","Katılımcı, verilen çözümü kesinlikle uzman olarak değerlendirmiştir.",2026-01-19 21:02:58.057762+00,2026-01-19 21:02:57.758108+00,2026-01-19 21:02:58.057762+00,f,,,0.000,0.900,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,2ab8b3be2a414654e102066468c64bd1c5f89d86862202e00fc99a1af2993d20,2026-01-19 21:02:58.057762+00
57,1,61,20,1768651046622,26,2026-01-17 12:04:11.193901+00,1.000,positive,f,"[""olumlu"", ""memnuniyet""]",Katılımcı deneyimini çok olumlu bulmuş.,2026-01-19 21:02:58.057762+00,2026-01-19 21:02:57.758108+00,2026-01-19 21:02:58.057762+00,f,,,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,b0345ded81ac095a834dc7f6f5b1cf84e3a2a53e56cc1fc3320a783fa303c6f0,2026-01-19 21:02:58.057762+00
58,1,62,20,1768651046622,27,2026-01-17 12:04:12.301795+00,0.900,positive,f,"[""high satisfaction""]","The participant gave a very positive rating, indicating high satisfaction.",2026-01-19 21:02:58.057762+00,2026-01-19 21:02:57.758108+00,2026-01-19 21:02:58.057762+00,f,,,0.000,0.900,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,6b2722bf252d54eb97100ebe20977f5255fb929c16e01f5706c7820554025285,2026-01-19 21:02:58.057762+00
